Prologue	NOM	prologue
--	PUN	--
Le	DET:ART	le
maudit	NOM	maudit
I	NUM	I
--	PUN	--
Hermosillo	NAM	Hermosillo
Le	DET:ART	le
voyageur	NOM	voyageur
qui	PRO:REL	qui
pour	PRP	pour
la	DET:ART	le
première	NUM	premier
fois	NOM	foi|fois
débarque	VER:pres	débarquer
dans	PRP	dans
l'	DET:ART	le
Amérique	NAM	Amérique
du	PRP:det	du
Sud	NOM	Sud
éprouve	VER:pres	éprouver
malgré	PRP	malgré
lui	PRO:PER	lui
un	DET:ART	un
sentiment	NOM	sentiment
de	PRP	de
tristesse	NOM	tristesse
indéfinissable	ADJ	indéfinissable
.	SENT	.
En	PRP	en
effet	NOM	effet
,	PUN	,
l'	DET:ART	le
histoire	NOM	histoire
du	PRP:det	du
Nouveau	NAM	Nouveau
Monde	NAM	Monde
n'	ADV	ne
est	VER:pres	être
qu'	KON	que
un	DET:ART	un
lamentable	ADJ	lamentable
martyrologe	NOM	martyrologe
,	PUN	,
dans	PRP	dans
lequel	PRO:REL	lequel
le	DET:ART	le
fanatisme	NOM	fanatisme
et	KON	et
la	DET:ART	le
cupidité	NOM	cupidité
marchent	VER:pres	marcher
continuellement	ADV	continuellement
côte	NOM	côte
à	PRP	à
côte	NOM	côte
.	SENT	.
La	DET:ART	le
recherche	NOM	recherche
de	PRP	de
l'	DET:ART	le
or	NOM	or
fut	VER:simp	être
l'	DET:ART	le
origine	NOM	origine
de	PRP	de
la	DET:ART	le
découverte	NOM	découverte
du	PRP:det	du
Nouveau	NAM	Nouveau
Monde	NAM	Monde
;	PUN	;
cet	PRO:DEM	ce
or	NOM	or
une	DET:ART	un
fois	NOM	foi|fois
trouvé	VER:pper	trouver
,	PUN	,
l'	DET:ART	le
Amérique	NAM	Amérique
ne	ADV	ne
fut	VER:simp	être
plus	ADV	plus
pour	PRP	pour
ses	DET:POS	son
conquérants	NOM	conquérant
qu'	KON	que
une	DET:ART	un
étape	NOM	étape
où	PRO:REL	où
ces	PRO:DEM	ce
avides	ADJ	avide
aventuriers	NOM	aventurier
venaient	VER:impf	venir
,	PUN	,
un	DET:ART	un
poignard	NOM	poignard
d'	PRP	de
une	DET:ART	un
main	NOM	main
et	KON	et
un	DET:ART	un
crucifix	NOM	crucifix
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
recueillir	VER:infi	recueillir
une	DET:ART	un
ample	ADJ	ample
moisson	NOM	moisson
de	PRP	de
ce	PRO:DEM	ce
métal	NOM	métal
si	ADV	si
ardemment	ADV	ardemment
convoité	VER:pper	convoiter
,	PUN	,
après	PRP	après
quoi	PRO	quoi
ils	PRO:PER	il
s'	PRO:PER	se
en	PRO:PER	en
retournaient	VER:impf	retourner
dans	PRP	dans
leur	DET:POS	leur
patrie	NOM	patrie
faire	VER:infi	faire
étalage	NOM	étalage
de	PRP	de
leurs	DET:POS	leur
richesses	NOM	richesse
et	KON	et
provoquer	VER:infi	provoquer
par	PRP	par
le	DET:ART	le
luxe	NOM	luxe
effréné	ADJ	effréné
qu'	PRO:REL	que
ils	PRO:PER	il
déployaient	VER:impf	déployer
de	PRP	de
nouvelles	ADJ	nouveau
émigrations	NOM	émigration
.	SENT	.
C'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
ce	PRO:DEM	ce
déplacement	NOM	déplacement
continuel	ADJ	continuel
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
attribuer	VER:infi	attribuer
,	PUN	,
en	PRP	en
Amérique	NAM	Amérique
,	PUN	,
l'	DET:ART	le
absence	NOM	absence
de	PRP	de
ces	PRO:DEM	ce
grands	ADJ	grand
monuments	NOM	monument
,	PUN	,
sortes	NOM	sorte
d'	PRP	de
assises	NOM	assise
fondamentales	ADJ	fondamental
de	PRP	de
toute	PRO:IND	tout
colonie	NOM	colonie
qui	PRO:REL	qui
s'	PRO:PER	se
implante	VER:pres	implanter
dans	PRP	dans
un	DET:ART	un
pays	NOM	pays
nouveau	ADJ	nouveau
pour	PRP	pour
y	PRO:PER	y
perpétuer	VER:infi	perpétuer
sa	DET:POS	son
race	NOM	race
.	SENT	.
Ce	PRO:DEM	ce
vaste	ADJ	vaste
continent	NOM	continent
,	PUN	,
qui	PRO:REL	qui
pendant	PRP	pendant
trois	NUM	trois
siècles	NOM	siècle
a	VER:pres	avoir
été	VER:pper	être
la	DET:ART	le
paisible	ADJ	paisible
possession	NOM	possession
des	PRP:det	du
Espagnols	NAM	Espagnols
,	PUN	,
parcourez-le	VER:pres	parcourez-le
aujourd'hui	ADV	aujourd'hui
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
à	PRP	à
peine	NOM	peine
si	KON	si
de	PRP	de
loin	ADV	loin
en	PRP	en
loin	ADV	loin
quelque	PRO:IND	quelque
ruine	NOM	ruine
sans	PRP	sans
nom	NOM	nom
y	PRO:PER	y
rappelle	VER:pres	rappeler
leur	DET:POS	leur
passage	NOM	passage
,	PUN	,
tandis	KON	tandis
que	KON	que
les	DET:ART	le
monuments	NOM	monument
élevés	ADJ	élevé
,	PUN	,
bien	ADV	bien
des	PRP:det	du
siècles	NOM	siècle
avant	PRP	avant
la	DET:ART	le
découverte	NOM	découverte
,	PUN	,
par	PRP	par
les	DET:ART	le
Aztèques	NAM	Aztèques
et	KON	et
les	DET:ART	le
Incas	NOM	inca
sont	VER:pres	être
encore	ADV	encore
debout	ADV	debout
dans	PRP	dans
leur	DET:POS	leur
majestueuse	ADJ	majestueux
simplicité	NOM	simplicité
,	PUN	,
comme	KON	comme
un	DET:ART	un
témoignage	NOM	témoignage
impérissable	ADJ	impérissable
de	PRP	de
leur	DET:POS	leur
présence	NOM	présence
dans	PRP	dans
la	DET:ART	le
contrée	NOM	contrée
et	KON	et
de	PRP	de
leurs	DET:POS	leur
efforts	NOM	effort
vers	PRP	vers
la	DET:ART	le
civilisation	NOM	civilisation
.	SENT	.
Hélas	INT	hélas
!	SENT	!
que	KON	que
sont	VER:pres	être
devenues	VER:pper	devenir
aujourd'hui	ADV	aujourd'hui
ces	PRO:DEM	ce
glorieuses	ADJ	glorieux
conquêtes	NOM	conquête
enviées	VER:pper	envier
par	PRP	par
l'	DET:ART	le
Europe	NAM	Europe
entière	ADJ	entier
,	PUN	,
où	PRO:REL	où
le	DET:ART	le
sang	NOM	sang
des	PRP:det	du
bourreaux	NOM	bourreau
s'	PRO:PER	se
est	VER:pres	être
confondu	VER:pper	confondre
avec	PRP	avec
le	DET:ART	le
sang	NOM	sang
des	PRP:det	du
victimes	NOM	victime
au	PRP:det	au
profit	NOM	profit
de	PRP	de
cette	PRO:DEM	ce
autre	ADJ	autre
nation	NOM	nation
si	ADV	si
fière	ADJ	fier
alors	ADV	alors
de	PRP	de
ses	DET:POS	son
vaillants	ADJ	vaillant
capitaines	NOM	capitaine
,	PUN	,
de	PRP	de
son	DET:POS	son
territoire	NOM	territoire
fertile	ADJ	fertile
et	KON	et
de	PRP	de
son	DET:POS	son
commerce	NOM	commerce
qui	PRO:REL	qui
embrassait	VER:impf	embrasser
le	DET:ART	le
monde	NOM	monde
entier	ADJ	entier
;	PUN	;
le	DET:ART	le
temps	NOM	temps
a	VER:pres	avoir
marché	VER:pper	marcher
et	KON	et
l'	DET:ART	le
Amérique	NAM	Amérique
méridionale	ADJ	méridional
expie	VER:pres	expier
à	PRP	à
l'	DET:ART	le
heure	NOM	heure
qu'	PRO:REL	que
il	PRO:PER	il
est	VER:pres	être
les	DET:ART	le
crimes	NOM	crime
qu'	PRO:REL	que
elle	PRO:PER	elle
a	VER:pres	avoir
fait	VER:pper	faire
commettre	VER:infi	commettre
.	SENT	.
Déchirée	VER:pper	déchirer
par	PRP	par
des	PRP:det	du
factions	NOM	faction
qui	PRO:REL	qui
se	PRO:PER	se
disputent	VER:pres	disputer
un	DET:ART	un
pouvoir	NOM	pouvoir
éphémère	ADJ	éphémère
,	PUN	,
opprimée	VER:pper	opprimer
par	PRP	par
des	PRP:det	du
oligarchies	NOM	oligarchie
ruineuses	ADJ	ruineux
,	PUN	,
désertée	VER:pper	déserter
par	PRP	par
les	DET:ART	le
étrangers	NOM	étranger
qui	PRO:REL	qui
se	PRO:PER	se
sont	VER:pres	être
engraissés	VER:pper	engraisser
de	PRP	de
sa	DET:POS	son
substance	NOM	substance
,	PUN	,
elle	PRO:PER	elle
s'	PRO:PER	se
affaisse	VER:pres	affaisser
lentement	ADV	lentement
sous	PRP	sous
le	DET:ART	le
poids	NOM	poids
de	PRP	de
son	DET:POS	son
inertie	NOM	inertie
sans	PRP	sans
avoir	VER:infi	avoir
la	DET:ART	le
force	NOM	force
de	PRP	de
soulever	VER:infi	soulever
le	DET:ART	le
linceul	NOM	linceul
de	PRP	de
plomb	NOM	plomb
qui	PRO:REL	qui
l'	PRO:PER	la|le
étouffe	VER:pres	étouffer
,	PUN	,
pour	KON	pour
ne	ADV	ne
se	PRO:PER	se
réveiller	VER:infi	réveiller
qu'	KON	que
au	PRP:det	au
jour	NOM	jour
où	PRO:REL	où
une	DET:ART	un
race	NOM	race
nouvelle	ADJ	nouveau
,	PUN	,
pure	ADJ	pur
d'	PRP	de
homicide	ADJ	homicide
et	KON	et
se	PRO:PER	se
gouvernant	VER:ppre	gouverner
d'	PRP	de
après	PRP	après
les	DET:ART	le
lois	NOM	loi
de	PRP	de
Dieu	NOM	Dieu
,	PUN	,
lui	PRO:PER	lui
apportera	VER:futu	apporter
le	DET:ART	le
travail	NOM	travail
et	KON	et
la	DET:ART	le
liberté	NOM	liberté
qui	PRO:REL	qui
sont	VER:pres	être
la	DET:ART	le
vie	NOM	vie
des	PRP:det	du
peuples	NOM	peuple
.	SENT	.
En	PRP	en
un	DET:ART	un
mot	NOM	mot
,	PUN	,
la	DET:ART	le
race	NOM	race
hispano-américaine	ADJ	hispano-américain
s'	PRO:PER	se
est	VER:pres	être
perpétuée	VER:pper	perpétuer
dans	PRP	dans
les	DET:ART	le
domaines	NOM	domaine
qui	PRO:REL	qui
lui	PRO:PER	lui
ont	VER:pres	avoir
été	VER:pper	être
légués	VER:pper	léguer
par	PRP	par
ses	DET:POS	son
ancêtres	NOM	ancêtre
sans	PRP	sans
en	PRO:PER	en
étendre	VER:infi	étendre
les	DET:ART	le
bornes	NOM	borne
;	PUN	;
son	DET:POS	son
héroïsme	NOM	héroïsme
s'	PRO:PER	se
est	VER:pres	être
éteint	VER:pper	éteindre
dans	PRP	dans
la	DET:ART	le
tombe	NOM	tombe
de	PRP	de
Charles	NAM	Charles
Quint	NAM	Quint
,	PUN	,
et	KON	et
elle	PRO:PER	elle
n'	ADV	ne
a	VER:pres	avoir
conservé	VER:pper	conserver
de	PRP	de
la	DET:ART	le
mère	ADJ	mère
patrie	NOM	patrie
que	KON	que
ses	DET:POS	son
mœurs	NOM	mœurs
hospitalières	ADJ	hospitalier
,	PUN	,
son	DET:POS	son
intolérance	NOM	intolérance
religieuse	ADJ	religieux
,	PUN	,
ses	DET:POS	son
moines	NOM	moine
,	PUN	,
ses	DET:POS	son
guittareros	NOM	guittareros
et	KON	et
ses	DET:POS	son
mendiants	NOM	mendiant
armés	ADJ	armé
d'	PRP	de
escopettes	NOM	escopette
.	SENT	.
De	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
États	NAM	États
qui	PRO:REL	qui
forment	VER:pres	former
la	DET:ART	le
vaste	ADJ	vaste
confédération	NOM	confédération
mexicaine	ADJ	mexicain
,	PUN	,
l'	DET:ART	le
État	NAM	État
de	PRP	de
Sonora	NAM	Sonora
est	VER:pres	être
le	DET:ART	le
seul	NOM	seul
qui	PRO:REL	qui
,	PUN	,
à	PRP	à
cause	NOM	cause
de	PRP	de
ses	DET:POS	son
luttes	NOM	lutte
avec	PRP	avec
les	DET:ART	le
tribus	NOM	tribu
indiennes	ADJ	indien
qui	PRO:REL	qui
l'	PRO:PER	la|le
entourent	VER:pres	entourer
et	KON	et
de	PRP	de
ses	DET:POS	son
frottements	NOM	frottement
continuels	ADJ	continuel
avec	PRP	avec
ces	PRO:DEM	ce
peuplades	NOM	peuplade
,	PUN	,
ait	VER:subp	avoir
conservé	VER:pper	conserver
une	DET:ART	un
physionomie	NOM	physionomie
à	PRP	à
part	NOM	part
.	SENT	.
Les	DET:ART	le
mœurs	NOM	mœurs
de	PRP	de
ses	DET:POS	son
habitants	NOM	habitant
ont	VER:pres	avoir
une	DET:ART	un
certaine	ADJ	certain
allure	NOM	allure
sauvage	ADJ	sauvage
,	PUN	,
qui	PRO:REL	qui
les	PRO:PER	la|le
distingue	VER:pres	distinguer
au	PRP:det	au
premier	NUM	premier
coup	NOM	coup
d'	PRP	de
œil	NOM	œil
de	PRP	de
ceux	PRO:DEM	celui
des	PRP:det	du
provinces	NOM	province
intérieures	ADJ	intérieur
.	SENT	.
Le	DET:ART	le
rio	NOM	rio
Gila	NAM	Gila
peut	VER:pres	pouvoir
être	VER:infi	être
considéré	VER:pper	considérer
comme	ADV	comme
la	DET:ART	le
limite	NOM	limite
septentrionale	ADJ	septentrional
de	PRP	de
cet	PRO:DEM	ce
État	NAM	État
;	PUN	;
de	PRP	de
l'	DET:ART	le
est	NOM	est
à	PRP	à
l'	DET:ART	le
ouest	NOM	ouest
il	PRO:PER	il
est	VER:pres	être
resserré	VER:pper	resserrer
entre	PRP	entre
la	DET:ART	le
sierra	NOM	sierra
Madre	NOM	madre
et	KON	et
le	DET:ART	le
golfe	NOM	golfe
de	PRP	de
Californie	NAM	Californie
.	SENT	.
La	DET:ART	le
sierra	NOM	sierra
Madre	NOM	madre
,	PUN	,
derrière	PRP	derrière
Durango	NAM	Durango
,	PUN	,
se	PRO:PER	se
partage	VER:pres	partager
en	PRP	en
deux	NUM	deux
branches	NOM	branche
,	PUN	,
la	DET:ART	le
principale	ADJ	principal
continue	VER:pres	continuer
la	DET:ART	le
grande	ADJ	grand
direction	NOM	direction
,	PUN	,
courant	VER:ppre	courir
du	PRP:det	du
nord	NOM	nord
au	PRP:det	au
sud	NOM	sud
,	PUN	,
l'	DET:ART	le
autre	ADJ	autre
tourne	NOM	tourne
vers	PRP	vers
l'	DET:ART	le
ouest	NOM	ouest
,	PUN	,
longeant	VER:ppre	longer
derrière	PRP	derrière
les	DET:ART	le
États	NAM	États
de	PRP	de
Durango	NAM	Durango
et	KON	et
de	PRP	de
Guadalajara	NAM	Guadalajara
,	PUN	,
toutes	PRO:IND	tout
les	DET:ART	le
régions	NOM	région
qui	PRO:REL	qui
vont	VER:pres	aller
finir	VER:infi	finir
vers	PRP	vers
le	DET:ART	le
Pacifique	NAM	Pacifique
.	SENT	.
Cette	PRO:DEM	ce
branche	NOM	branche
des	PRP:det	du
cordillères	NOM	cordillère
forme	VER:pres	former
les	DET:ART	le
limites	NOM	limite
méridionales	ADJ	méridional
de	PRP	de
la	DET:ART	le
Sonora	NAM	Sonora
.	SENT	.
La	DET:ART	le
nature	NOM	nature
semble	VER:pres	sembler
comme	ADV	comme
à	PRP	à
plaisir	NOM	plaisir
avoir	VER:infi	avoir
prodigué	VER:pper	prodiguer
ses	DET:POS	son
bienfaits	NOM	bienfait
à	PRP	à
pleines	ADJ	plein
mains	NOM	main
dans	PRP	dans
ce	PRO:DEM	ce
pays	NOM	pays
.	SENT	.
Le	DET:ART	le
climat	NOM	climat
est	VER:pres	être
riant	ADJ	riant
,	PUN	,
tempéré	VER:pper	tempérer
,	PUN	,
salubre	ADJ	salubre
;	PUN	;
l'	DET:ART	le
or	NOM	or
,	PUN	,
l'	DET:ART	le
argent	NOM	argent
,	PUN	,
la	DET:ART	le
terre	NOM	terre
la	DET:ART	le
plus	ADV	plus
féconde	ADJ	fécond
,	PUN	,
les	DET:ART	le
fruits	NOM	fruit
les	DET:ART	le
plus	ADV	plus
délicieux	ADJ	délicieux
,	PUN	,
les	DET:ART	le
herbes	NOM	herbe
médicinales	ADJ	médicinal
y	PRO:PER	y
abondent	VER:pres	abonder
;	PUN	;
on	PRO:PER	on
y	PRO:PER	y
trouve	VER:pres	trouver
les	DET:ART	le
baumes	NOM	baume
les	DET:ART	le
plus	ADV	plus
efficaces	ADJ	efficace
,	PUN	,
les	DET:ART	le
insectes	NOM	insecte
les	DET:ART	le
plus	ADV	plus
utiles	ADJ	utile
pour	PRP	pour
la	DET:ART	le
teinture	NOM	teinture
,	PUN	,
les	DET:ART	le
marbres	NOM	marbre
les	DET:ART	le
plus	ADV	plus
rares	ADJ	rare
,	PUN	,
les	DET:ART	le
pierres	NOM	pierre
les	DET:ART	le
plus	ADV	plus
précieuses	ADJ	précieux
,	PUN	,
le	DET:ART	le
gibier	NOM	gibier
,	PUN	,
les	DET:ART	le
poissons	NOM	poisson
de	PRP	de
toutes	PRO:IND	tout
sortes	NOM	sorte
.	SENT	.
Mais	KON	mais
aussi	ADV	aussi
dans	PRP	dans
les	DET:ART	le
vastes	ADJ	vaste
solitudes	NOM	solitude
du	PRP:det	du
rio	NOM	rio
Gila	NAM	Gila
et	KON	et
de	PRP	de
la	DET:ART	le
sierra	NOM	sierra
Madre	VER:subp	Madre
les	DET:ART	le
Indiens	NOM	indien
indépendants	ADJ	indépendant
,	PUN	,
Comanches	NAM	Comanches
,	PUN	,
Pawnees	NAM	Pawnees
,	PUN	,
Pimas	NAM	Pimas
,	PUN	,
Opatas	NAM	Opatas
et	KON	et
Apaches	NAM	Apaches
,	PUN	,
ont	VER:pres	avoir
déclaré	VER:pper	déclarer
une	DET:ART	un
rude	ADJ	rude
guerre	NOM	guerre
à	PRP	à
la	DET:ART	le
race	NOM	race
blanche	ADJ	blanc
,	PUN	,
et	KON	et
dans	PRP	dans
leurs	DET:POS	leur
courses	NOM	course
implacables	ADJ	implacable
et	KON	et
incessantes	ADJ	incessant
lui	PRO:PER	lui
font	VER:pres	faire
chèrement	ADV	chèrement
payer	VER:infi	payer|payer
la	DET:ART	le
possession	NOM	possession
de	PRP	de
toutes	PRO:IND	tout
ces	PRO:DEM	ce
richesses	NOM	richesse
dont	PRO:REL	dont
ses	DET:POS	son
ancêtres	NOM	ancêtre
les	PRO:PER	la|le
ont	VER:pres	avoir
dépouillés	VER:pper	dépouiller
et	KON	et
qu'	PRO:REL	que
ils	PRO:PER	il
revendiquent	VER:pres	revendiquer
sans	PRP	sans
cesse	NOM	cesse
.	SENT	.
Les	DET:ART	le
trois	NUM	trois
principales	ADJ	principal
villes	NOM	ville
de	PRP	de
la	DET:ART	le
Sonora	NAM	Sonora
sont	VER:pres	être
:	PUN	:
Guaymas	NAM	Guaymas
,	PUN	,
Hermosillo	NAM	Hermosillo
et	KON	et
Arispe	NAM	Arispe
.	SENT	.
Hermosillo	NOM	Hermosillo
,	PUN	,
anciennement	ADV	anciennement
le	DET:ART	le
Pitic	NOM	Pitic
et	KON	et
que	KON	que
l'	DET:ART	le
expédition	NOM	expédition
du	PRP:det	du
comte	NOM	comte
de	PRP	de
Raousset-Boulbon	NAM	Raousset-Boulbon
a	VER:pres	avoir
rendu	VER:pper	rendre
célèbre	ADJ	célèbre
,	PUN	,
est	VER:pres	être
l'	DET:ART	le
entrepôt	NOM	entrepôt
du	PRP:det	du
commerce	NOM	commerce
mexicain	ADJ	mexicain
dans	PRP	dans
le	DET:ART	le
Pacifique	NAM	Pacifique
et	KON	et
compte	VER:pres	compter
plus	ADV	plus
de	PRP	de
neuf	NUM	neuf
mille	NUM	mille
habitants	NOM	habitant
.	SENT	.
Cette	PRO:DEM	ce
ville	NOM	ville
,	PUN	,
bâtie	VER:pper	bâtir
sur	PRP	sur
un	DET:ART	un
plateau	NOM	plateau
qui	PRO:REL	qui
s'	PRO:PER	se
abaisse	VER:pres	abaisser
dans	PRP	dans
la	DET:ART	le
direction	NOM	direction
du	PRP:det	du
nord-ouest	NOM	nord-ouest
en	PRP	en
pente	NOM	pente
douce	ADJ	doux
jusqu'	PRP	jusque
à	PRP	à
la	DET:ART	le
mer	NOM	mer
,	PUN	,
s'	PRO:PER	se
appuie	VER:pres	appuyer
et	KON	et
s'	PRO:PER	se
abrite	VER:pres	abriter
frileusement	ADV	frileusement
contre	PRP	contre
une	DET:ART	un
colline	NOM	colline
nommée	ADJ	nommé
el	VER:pper	el
Cerro	NAM	Cerro
de	PRP	de
la	DET:ART	le
campana	NOM	campana
--	PUN	--
Montagne	NAM	Montagne
de	PRP	de
la	DET:ART	le
cloche	NOM	cloche
--	PUN	--
,	PUN	,
dont	PRO:REL	dont
le	DET:ART	le
sommet	NOM	sommet
est	VER:pres	être
couronné	VER:pper	couronner
d'	PRP	de
énormes	ADJ	énorme
blocs	NOM	bloc
de	PRP	de
pierre	NOM	pierre
qui	PRO:REL	qui
,	PUN	,
lorsqu'	KON	lorsque
on	PRO:PER	on
les	PRO:PER	la|le
touche	VER:pres	toucher
,	PUN	,
rendent	VER:pres	rendre
un	DET:ART	un
son	NOM	son
clair	ADJ	clair
et	KON	et
métallique	ADJ	métallique
.	SENT	.
Du	PRP:det	du
reste	NOM	reste
,	PUN	,
comme	KON	comme
ses	DET:POS	son
autres	ADJ	autre
sœurs	NOM	sœur
américaines	ADJ	américain
,	PUN	,
cette	PRO:DEM	ce
ciudad	NOM	ciudad
est	VER:pres	être
sale	ADJ	sale
,	PUN	,
bâtie	VER:pper	bâtir
en	PRP	en
pisé	NOM	pisé
et	KON	et
présente	NOM	présent
aux	PRP:det	au
yeux	NOM	œil
étonnés	VER:pper	étonner
du	PRP:det	du
voyageur	NOM	voyageur
un	DET:ART	un
mélange	NOM	mélange
de	PRP	de
ruines	NOM	ruine
,	PUN	,
d'	PRP	de
incurie	NOM	incurie
et	KON	et
de	PRP	de
désolation	NOM	désolation
qui	PRO:REL	qui
attriste	VER:pres	attrister
l'	DET:ART	le
âme	NOM	âme
.	SENT	.
Le	DET:ART	le
jour	NOM	jour
où	PRO:REL	où
commence	VER:pres	commencer
ce	PRO:DEM	ce
récit	NOM	récit
,	PUN	,
c'	PRO:DEM	ce
est-à-dire	ADV	est-à-dire
le	DET:ART	le
17	NUM	@card@
janvier	NOM	janvier
1817	NUM	@card@
,	PUN	,
entre	PRP	entre
trois	NUM	trois
et	KON	et
quatre	NUM	quatre
heures	NOM	heure
de	PRP	de
l'	DET:ART	le
après-midi	NOM	après-midi
,	PUN	,
moment	NOM	moment
où	PRO:REL	où
d'	PRP	de
ordinaire	NOM	ordinaire
la	DET:ART	le
population	NOM	population
fait	VER:pres	faire
la	DET:ART	le
siesta	VER:simp	siester
,	PUN	,
retirée	VER:pper	retirer
au	PRP:det	au
fond	NOM	fond
de	PRP	de
ses	DET:POS	son
demeures	NOM	demeure
,	PUN	,
la	DET:ART	le
ville	NOM	ville
d'	PRP	de
Hermosillo	NAM	Hermosillo
,	PUN	,
si	ADV	si
calme	ADJ	calme
et	KON	et
si	ADV	si
tranquille	ADJ	tranquille
d'	PRP	de
ordinaire	NOM	ordinaire
,	PUN	,
offrait	VER:impf	offrir
un	DET:ART	un
aspect	NOM	aspect
étrange	ADJ	étrange
.	SENT	.
Une	DET:ART	un
foule	NOM	foule
de	PRP	de
Leperos	NAM	Leperos
,	PUN	,
de	PRP	de
Gambusinos	NAM	Gambusinos
,	PUN	,
de	PRP	de
contrebandiers	ADJ	contrebandier
et	KON	et
surtout	ADV	surtout
de	PRP	de
Rateros	NOM	Rateros
se	PRO:PER	se
pressait	VER:impf	presser
avec	PRP	avec
des	PRP:det	du
cris	NOM	cri
,	PUN	,
des	PRP:det	du
menaces	NOM	menace
et	KON	et
des	PRP:det	du
hurlements	NOM	hurlement
sans	PRP	sans
nom	NOM	nom
,	PUN	,
dans	PRP	dans
la	DET:ART	le
calle	VER:pres	caller
del	VER:pper	del
Rosario	NAM	Rosario
--	PUN	--
rue	NOM	rue
du	PRP:det	du
Rosaire	NOM	rosaire
.	SENT	.
Quelques	PRO:IND	quelque
soldats	NOM	soldat
espagnols	ADJ	espagnol
--	PUN	--
le	DET:ART	le
Mexique	NAM	Mexique
à	PRP	à
cette	PRO:DEM	ce
époque	NOM	époque
n'	ADV	ne
avait	VER:impf	avoir
pas	ADV	pas
encore	ADV	encore
secoué	VER:pper	secouer
le	DET:ART	le
joug	NOM	joug
de	PRP	de
la	DET:ART	le
métropole	NOM	métropole
--	PUN	--
cherchaient	VER:impf	chercher
en	PRP	en
vain	ADJ	vain
à	PRP	à
rétablir	VER:infi	rétablir
l'	DET:ART	le
ordre	NOM	ordre
et	KON	et
à	PRP	à
dissiper	VER:infi	dissiper
la	DET:ART	le
foule	NOM	foule
,	PUN	,
frappant	VER:ppre	frapper
à	PRP	à
tort	NOM	tort
et	KON	et
à	PRP	à
travers	NOM	travers
à	PRP	à
grands	ADJ	grand
coups	NOM	coup
de	PRP	de
bois	NOM	bois
de	PRP	de
lances	NOM	lance
sur	PRP	sur
les	DET:ART	le
individus	NOM	individu
qui	PRO:REL	qui
se	PRO:PER	se
trouvaient	VER:impf	trouver
devant	PRP	devant
eux	PRO:PER	eux
.	SENT	.
Mais	KON	mais
le	DET:ART	le
tumulte	NOM	tumulte
loin	ADV	loin
de	PRP	de
diminuer	VER:infi	diminuer
allait	VER:impf	aller
au	PRP:det	au
contraire	NOM	contraire
toujours	ADV	toujours
croissant	ADJ	croissant
,	PUN	,
les	DET:ART	le
Indiens	NOM	indien
Hiaquis	VER:simp	Hiaquis
surtout	ADV	surtout
,	PUN	,
mêlés	VER:pper	mêler
à	PRP	à
la	DET:ART	le
foule	NOM	foule
,	PUN	,
criaient	VER:impf	crier
et	KON	et
gesticulaient	VER:impf	gesticuler
d'	PRP	de
une	DET:ART	un
façon	NOM	façon
