PREMIÈRE	NUM	premier
où	PRO:REL	où
les	DET:ART	le
père	NOM	père
PARTIE	NOM	partie
avait	VER:impf	avoir
I	NUM	i
jours	NOM	jour
mon	DET:POS	mon
Hormis	VER:simp	hormis
<SEG>
,	PUN	,
difficile	ADJ	difficile
pratiqué	VER:pper	pratiquer
important	ADJ	important
un	DET:ART	un
,	PUN	,
accouchement	NOM	accouchement
et	KON	et
une	DET:ART	un
opération	NOM	opération
<SEG>
il	PRO:PER	il
en	PRO:PER	en
expliquait	VER:impf	expliquer
à	PRP	à
,	PUN	,
,	PUN	,
table	NOM	table
qu'	KON	que
des	PRP:det	du
par	PRP	par
<SEG>
termes	NOM	terme
phases	NOM	phase
latins	ADJ	latin
émouvantes	ADJ	émouvant
souvent	ADV	souvent
,	PUN	,
plus	ADV	plus
les	DET:ART	le
,	PUN	,
techniques	ADJ	technique
<SEG>
se	PRO:PER	se
.	SENT	.
mes	DET:POS	mon
,	PUN	,
ne	ADV	ne
presque	ADV	presque
parlaient	VER:impf	parler
jamais	ADV	jamais
parents	NOM	parents
<EOS>	<EOS>	<EOS>
<SEG>
;	PUN	;
ils	PRO:PER	il
ils	PRO:PER	il
Non	ADV	non
beaucoup	ADV	beaucoup
s'	PRO:PER	se
se	PRO:PER	se
qu'	KON	que
aimaient	VER:impf	aimer
boudassent	VER:subi	bouder
<SEG>
en	PRP	en
au	PRP:det	au
choses	NOM	chose
,	PUN	,
entendaient	VER:impf	entendre
,	PUN	,
contraire	NOM	contraire
toutes	PRO:IND	tout
,	PUN	,
s'	PRO:PER	se
<SEG>
l'	PRO:PER	la|le
mieux	ADV	mieux
pouvait	VER:impf	pouvoir
du	PRP:det	du
monde	NOM	monde
ne	ADV	ne
on	PRO:PER	on
,	PUN	,
le	DET:ART	le
et	KON	et
<SEG>
à	PRP	à
habitués	VER:pper	habituer
un	DET:ART	un
uni	VER:pper	unir
mais	KON	mais
plus	ADV	plus
;	PUN	;
,	PUN	,
rencontrer	VER:infi	rencontrer
ménage	NOM	ménage
<SEG>
même	ADJ	même
mêmes	ADJ	même
la	DET:ART	le
penser	VER:infi	penser
à	PRP	à
,	PUN	,
pensée	NOM	pensée
impressions	NOM	impression
vivre	VER:infi	vivre
les	DET:ART	le
<SEG>
n'	ADV	ne
de	PRP	de
romanesques	ADJ	romanesque
point	ADV	point
et	KON	et
leur	DET:POS	leur
,	PUN	,
,	PUN	,
étant	VER:ppre	être
nature	NOM	nature
<SEG>
dire	VER:infi	dire
n'	ADV	ne
.	SENT	.
se	PRO:PER	se
ils	PRO:PER	il
Ils	PRO:PER	il
avaient	VER:impf	avoir
rien	ADV	rien
<EOS>	<EOS>	<EOS>
à	PRP	à
<SEG>
me	PRO:PER	me
avaient	VER:impf	avoir
à	PRP	à
plus	ADV	plus
n'	ADV	ne
dire	VER:infi	dire
rien	ADV	rien
non	ADV	non
me	PRO:PER	me
,	PUN	,
<SEG>
amuser	VER:infi	amuser
ou	KON	ou
des	PRP:det	du
trouvant	VER:ppre	trouver
pour	PRP	pour
trop	ADV	trop
m'	PRO:PER	me
grand	ADJ	grand
à	PRP	à
chansons	NOM	chanson
<SEG>
,	PUN	,
ou	KON	ou
pour	PRP	pour
questions	NOM	question
ennuyer	VER:infi	ennuyer
m'	PRO:PER	me
des	PRP:det	du
petit	ADJ	petit
à	PRP	à
trop	ADV	trop
<SEG>
<EOS>	<EOS>	<EOS>
,	PUN	,
puis	ADV	puis
.	SENT	.
très	ADV	très
ils	PRO:PER	il
sérieuses	ADJ	sérieux
étaient	VER:impf	être
Et	KON	et
imprégnés	VER:pper	imprégner
<SEG>
qu'	PRO:REL	que
doit	VER:pres	devoir
bien	ADV	bien
enfant	NOM	enfant
ne	ADV	ne
de	PRP	de
idée	NOM	idée
cette	PRO:DEM	ce
élevé	VER:pper	élever
un	DET:ART	un
<SEG>
,	PUN	,
leçons	NOM	leçon
réciter	VER:infi	réciter
manger	VER:infi	manger
la	DET:ART	le
bouche	NOM	bouche
ses	DET:POS	son
ouvrir	VER:infi	ouvrir
pour	PRP	pour
que	KON	que
<SEG>
,	PUN	,
m'	PRO:PER	me
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
.	SENT	.
faire	VER:infi	faire
S'	PRO:PER	se
il	PRO:PER	il
arrivait	VER:impf	arriver
prière	NOM	prière
<SEG>
pédagogie	NOM	pédagogie
système	NOM	système
de	PRP	de
quelquefois	ADV	quelquefois
de	PRP	de
familiale	ADJ	familial
insurger	VER:infi	insurger
contre	PRP	contre
ce	PRO:DEM	ce
m'	PRO:PER	me
<SEG>
,	PUN	,
par	PRP	par
père	NOM	père
m'	PRO:PER	me
,	PUN	,
imposait	VER:impf	imposer
mon	DET:POS	mon
silence	NOM	silence
sévèrement	ADV	sévèrement
,	PUN	,
<SEG>
!	SENT	!
définitif	ADJ	définitif
--	PUN	--
Eh	INT	eh
