Frontispice	NOM	frontispice
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
avait	VER:impf	avoir
plus	ADV	plus
de	PRP	de
meurtre	NOM	meurtre
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
aurait	VER:cond	avoir
plus	ADV	plus
de	PRP	de
gouvernements	NOM	gouvernement
d'	PRP	de
aucune	PRO:IND	aucun
sorte	NOM	sorte
,	PUN	,
par	PRP	par
ce	PRO:DEM	ce
fait	NOM	fait
admirable	ADJ	admirable
que	KON	que
le	DET:ART	le
crime	NOM	crime
en	PRP	en
général	NOM	général
,	PUN	,
le	DET:ART	le
meurtre	NOM	meurtre
en	PRP	en
particulier	NOM	particulier
sont	VER:pres	être
,	PUN	,
non	ADV	non
seulement	ADV	seulement
leur	DET:POS	leur
excuse	NOM	excuse
,	PUN	,
mais	KON	mais
leur	DET:POS	leur
unique	ADJ	unique
raison	NOM	raison
d'	PRP	de
être	VER:infi	être
...	PUN	...
Nous	PRO:PER	nous
vivrions	VER:cond	vivre
alors	ADV	alors
en	PRP	en
pleine	ADJ	plein
anarchie	NOM	anarchie
,	PUN	,
ce	PRO:DEM	ce
qui	PRO:REL	qui
ne	ADV	ne
peut	VER:pres	pouvoir
se	PRO:PER	se
concevoir	VER:infi	concevoir
...	PUN	...
Aussi	NAM	aussi
,	PUN	,
loin	ADV	loin
de	PRP	de
chercher	VER:infi	chercher
à	PRP	à
détruire	VER:infi	détruire
le	DET:ART	le
meurtre	NOM	meurtre
,	PUN	,
est-il	ADJ	est-il
indispensable	ADJ	indispensable
de	PRP	de
le	PRO:PER	le
cultiver	VER:infi	cultiver
avec	PRP	avec
intelligence	NOM	intelligence
et	KON	et
persévérance	NOM	persévérance
...	PUN	...
<EOS>	<EOS>	<EOS>
Et	KON	et
je	PRO:PER	je
ne	ADV	ne
connais	VER:pres	connaître
pas	ADV	pas
de	PRP	de
meilleur	ADJ	meilleur
moyen	NOM	moyen
de	PRP	de
culture	NOM	culture
que	KON	que
les	DET:ART	le
lois	NOM	loi
.	SENT	.
<EOS>	<EOS>	<EOS>
Quelqu'un	PRO:IND	quelqu'un
s'	PRO:PER	se
étant	VER:ppre	être
récrié	VER:pper	récrier
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Voyons	VER:pres	voir
!	SENT	!
<EOS>	<EOS>	<EOS>
demanda	VER:simp	demander
le	DET:ART	le
savant	NOM	savant
.	SENT	.
<EOS>	<EOS>	<EOS>
Sommes-nous	NOM	sommes-nous
entre	PRP	entre
nous	PRO:PER	nous
et	KON	et
parlons-nous	NOM	parlons-nous
sans	PRP	sans
hypocrisie	NOM	hypocrisie
?	SENT	?
<EOS>	<EOS>	<EOS>
--	PUN	--
Je	PRO:PER	je
vous	PRO:PER	vous
en	PRO:PER	en
prie	VER:pres	prier
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
acquiesça	VER:simp	acquiescer
le	DET:ART	le
maître	NOM	maître
de	PRP	de
la	DET:ART	le
maison	NOM	maison
...	PUN	...
Profitons	VER:pres	profiter
largement	ADV	largement
de	PRP	de
la	DET:ART	le
seule	ADJ	seul
occasion	NOM	occasion
où	PRO:REL	où
il	PRO:PER	il
nous	PRO:PER	nous
soit	VER:subp	être
permis	VER:pper	permettre
d'	PRP	de
exprimer	VER:infi	exprimer
nos	DET:POS	notre
idées	NOM	idée
intimes	ADJ	intime
,	PUN	,
puisque	KON	puisque
moi	PRO:PER	moi
,	PUN	,
dans	PRP	dans
mes	DET:POS	mon
livres	NOM	livre
,	PUN	,
et	KON	et
vous	PRO:PER	vous
,	PUN	,
à	PRP	à
votre	DET:POS	votre
cours	NOM	cour|cours
,	PUN	,
nous	PRO:PER	nous
ne	ADV	ne
pouvons	VER:pres	pouvoir
offrir	VER:infi	offrir
au	PRP:det	au
public	NOM	public
que	KON	que
des	PRP:det	du
mensonges	NOM	mensonge
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
savant	NOM	savant
se	PRO:PER	se
tassa	VER:simp	tasser
davantage	ADV	davantage
sur	PRP	sur
les	DET:ART	le
coussins	NOM	coussin
de	PRP	de
son	DET:POS	son
fauteuil	NOM	fauteuil
,	PUN	,
allongea	VER:simp	allonger
ses	DET:POS	son
jambes	NOM	jambe
qui	PRO:REL	qui
,	PUN	,
d'	PRP	de
avoir	VER:infi	avoir
été	VER:pper	être
trop	ADV	trop
longtemps	ADV	longtemps
croisées	VER:pper	croiser
l'	DET:ART	le
une	NOM	un
sur	PRP	sur
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
s'	PRO:PER	se
étaient	VER:impf	être
engourdies	VER:pper	engourdir
et	KON	et
,	PUN	,
la	DET:ART	le
tête	NOM	tête
renversée	ADJ	renversé
,	PUN	,
les	DET:ART	le
bras	NOM	bras
pendants	ADJ	pendant
,	PUN	,
le	DET:ART	le
ventre	NOM	ventre
caressé	VER:pper	caresser
par	PRP	par
une	DET:ART	un
digestion	NOM	digestion
heureuse	ADJ	heureux
,	PUN	,
lança	VER:simp	lancer
au	PRP:det	au
plafond	NOM	plafond
des	PRP:det	du
ronds	NOM	rond
de	PRP	de
fumée	NOM	fumée
:	PUN	:
--	PUN	--
D'	PRP	de
ailleurs	ADV	ailleurs
,	PUN	,
reprit-il	NOM	reprit-il
,	PUN	,
le	DET:ART	le
meurtre	NOM	meurtre
se	PRO:PER	se
cultive	VER:pres	cultiver
suffisamment	ADV	suffisamment
de	PRP	de
lui	PRO:PER	lui
-même	ADJ	même
...	PUN	...
À	PRP	à
proprement	ADV	proprement
dire	VER:infi	dire
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
le	DET:ART	le
résultat	NOM	résultat
de	PRP	de
telle	PRO:DEM	tel
ou	KON	ou
telle	PRO:DEM	tel
passion	NOM	passion
,	PUN	,
ni	KON	ni
la	DET:ART	le
forme	NOM	forme
pathologique	ADJ	pathologique
de	PRP	de
la	DET:ART	le
dégénérescence	NOM	dégénérescence
.	SENT	.
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
est	VER:pres	être
un	DET:ART	un
instinct	NOM	instinct
vital	ADJ	vital
qui	PRO:REL	qui
est	VER:pres	être
en	PRP	en
nous	PRO:PER	nous
...	PUN	...
qui	PRO:REL	qui
est	VER:pres	être
dans	PRP	dans
tous	PRO:IND	tout
les	DET:ART	le
êtres	NOM	être|êtres
organisés	VER:pper	organiser
et	KON	et
les	PRO:PER	la|le
domine	VER:pres	dominer
,	PUN	,
comme	KON	comme
l'	DET:ART	le
instinct	NOM	instinct
génésique	ADJ	génésique
...	PUN	...
<EOS>	<EOS>	<EOS>
Et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
tellement	ADV	tellement
vrai	ADJ	vrai
que	KON	que
,	PUN	,
la	DET:ART	le
plupart	NOM	plupart
du	PRP:det	du
temps	NOM	temps
,	PUN	,
ces	PRO:DEM	ce
deux	NUM	deux
instincts	NOM	instinct
se	PRO:PER	se
combinent	VER:pres	combiner
si	ADV	si
bien	ADV	bien
l'	DET:ART	le
un	NOM	un
par	PRP	par
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
se	PRO:PER	se
confondent	VER:pres	confondre
si	ADV	si
totalement	ADV	totalement
l'	DET:ART	le
un	NOM	un
dans	PRP	dans
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
qu'	KON	que
ils	PRO:PER	il
ne	ADV	ne
font	VER:pres	faire
,	PUN	,
en	PRP	en
quelque	PRO:IND	quelque
sorte	NOM	sorte
,	PUN	,
qu'	KON	que
un	DET:ART	un
seul	ADJ	seul
et	KON	et
même	ADJ	même
instinct	NOM	instinct
,	PUN	,
et	KON	et
qu'	KON	que
on	PRO:PER	on
ne	ADV	ne
sait	VER:pres	savoir
plus	ADV	plus
lequel	PRO:REL	lequel
des	PRP:det	du
deux	NUM	deux
nous	PRO:PER	nous
pousse	VER:pres	pousser
à	PRP	à
donner	VER:infi	donner
la	DET:ART	le
vie	NOM	vie
et	KON	et
lequel	PRO:REL	lequel
à	PRP	à
la	PRO:PER	la
reprendre	VER:infi	reprendre
,	PUN	,
lequel	PRO:REL	lequel
est	VER:pres	être
le	DET:ART	le
meurtre	NOM	meurtre
et	KON	et
lequel	PRO:REL	lequel
est	VER:pres	être
l'	DET:ART	le
amour	NOM	amour
.	SENT	.
<EOS>	<EOS>	<EOS>
J'	PRO:PER	je
ai	VER:pres	avoir
reçu	VER:pper	recevoir
les	DET:ART	le
confidences	NOM	confidence
d'	PRP	de
un	DET:ART	un
honorable	ADJ	honorable
assassin	NOM	assassin
qui	PRO:REL	qui
tuait	VER:impf	tuer
les	DET:ART	le
femmes	NOM	femme
,	PUN	,
non	ADV	non
pour	PRP	pour
les	PRO:PER	la|le
voler	VER:infi	voler
,	PUN	,
mais	KON	mais
pour	PRP	pour
les	PRO:PER	la|le
violer	VER:infi	violer
.	SENT	.
<EOS>	<EOS>	<EOS>
Son	DET:POS	son
sport	NOM	sport
était	VER:impf	être
que	KON	que
le	DET:ART	le
spasme	NOM	spasme
de	PRP	de
plaisir	NOM	plaisir
de	PRP	de
l'	DET:ART	le
un	NOM	un
concordât	VER:subi	concorder
exactement	ADV	exactement
avec	PRP	avec
le	DET:ART	le
spasme	NOM	spasme
de	PRP	de
mort	NOM	mort
de	PRP	de
l'	DET:ART	le
autre	ADJ	autre
:	PUN	:
«	PUN:cit	«
Dans	VER:infi	dans
ces	PRO:DEM	ce
moments	NOM	moment
là	ADV	là
,	PUN	,
me	PRO:PER	me
disait-il	VER:impf	disait-il
,	PUN	,
je	PRO:PER	je
me	PRO:PER	me
figurais	VER:impf	figurer
que	KON	que
j'	PRO:PER	je
étais	VER:impf	être
un	DET:ART	un
Dieu	NOM	dieu
et	KON	et
que	PRO:REL	que
je	PRO:PER	je
créais	VER:impf	créer
le	DET:ART	le
monde	NOM	monde
!	SENT	!
<EOS>	<EOS>	<EOS>
»	PUN:cit	»
--	PUN	--
Ah	NAM	ah
!	SENT	!
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
écria	VER:simp	écrier
le	DET:ART	le
célèbre	ADJ	célèbre
écrivain	NOM	écrivain
...	PUN	...
Si	NAM	si
vous	PRO:PER	vous
allez	VER:pres	aller
chercher	VER:infi	chercher
vos	DET:POS	votre
exemples	NOM	exemple
chez	PRP	chez
les	DET:ART	le
professionnels	NOM	professionnel
de	PRP	de
l'	DET:ART	le
assassinat	NOM	assassinat
!	SENT	!
<EOS>	<EOS>	<EOS>
Doucement	ADV	doucement
,	PUN	,
le	DET:ART	le
savant	NOM	savant
répliqua	VER:simp	répliquer
:	PUN	:
--	PUN	--
C'	PRO:DEM	ce
est	VER:pres	être
que	KON	que
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
tous	PRO:IND	tout
,	PUN	,
plus	ADV	plus
ou	KON	ou
moins	ADV	moins
,	PUN	,
des	PRP:det	du
assassins	NOM	assassin
...	PUN	...
Tous	NAM	tous
,	PUN	,
nous	PRO:PER	nous
avons	VER:pres	avoir
éprouvé	VER:pper	éprouver
cérébralement	ADV	cérébralement
,	PUN	,
à	PRP	à
des	PRP:det	du
degrés	NOM	degré
moindres	ADJ	moindre
,	PUN	,
je	PRO:PER	je
veux	VER:pres	vouloir
le	PRO:PER	le
croire	VER:infi	croire
,	PUN	,
des	PRP:det	du
sensations	NOM	sensation
analogues	ADJ	analogue
...	PUN	...
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
besoin	NOM	besoin
inné	ADJ	inné
du	PRP:det	du
meurtre	NOM	meurtre
,	PUN	,
on	PRO:PER	on
le	PRO:PER	le
refrène	VER:pres	refréner
,	PUN	,
on	PRO:PER	on
en	PRO:PER	en
atténue	VER:pres	atténuer
la	DET:ART	le
violence	NOM	violence
physique	ADJ	physique
,	PUN	,
en	PRP	en
lui	PRO:PER	lui
donnant	VER:ppre	donner
des	PRP:det	du
exutoires	NOM	exutoire
légaux	ADJ	légal
:	PUN	:
l'	DET:ART	le
industrie	NOM	industrie
,	PUN	,
le	DET:ART	le
commerce	NOM	commerce
colonial	ADJ	colonial
,	PUN	,
la	DET:ART	le
guerre	NOM	guerre
,	PUN	,
la	DET:ART	le
chasse	NOM	chasse
,	PUN	,
l'	DET:ART	le
antisémitisme	NOM	antisémitisme
...	PUN	...
parce	KON	parce
qu'	PRO:REL	que
il	PRO:PER	il
est	VER:pres	être
dangereux	ADJ	dangereux
de	PRP	de
s'	PRO:PER	se
y	PRO:PER	y
livrer	VER:infi	livrer
sans	PRP	sans
modération	NOM	modération
,	PUN	,
en	PRP	en
dehors	NOM	dehors
des	PRP:det	du
lois	NOM	loi
,	PUN	,
et	KON	et
que	KON	que
les	DET:ART	le
satisfactions	NOM	satisfaction
morales	ADJ	moral
qu'	PRO:REL	que
on	PRO:PER	on
en	PRO:PER	en
tire	VER:pres	tirer
ne	ADV	ne
valent	VER:pres	valoir
pas	ADV	pas
,	PUN	,
après	PRP	après
tout	ADV	tout
,	PUN	,
qu'	KON	que
on	PRO:PER	on
s'	PRO:PER	se
expose	VER:pres	exposer
aux	PRP:det	au
ordinaires	ADJ	ordinaire
conséquences	NOM	conséquence
de	PRP	de
cet	PRO:DEM	ce
acte	NOM	acte
,	PUN	,
l'	DET:ART	le
emprisonnement	NOM	emprisonnement
...	PUN	...
les	DET:ART	le
colloques	NOM	colloque
avec	PRP	avec
les	DET:ART	le
juges	NOM	juge
,	PUN	,
toujours	ADV	toujours
fatigants	ADJ	fatigant
et	KON	et
sans	PRP	sans
intérêt	NOM	intérêt
scientifique	ADJ	scientifique
...	PUN	...
finalement	ADV	finalement
la	DET:ART	le
guillotine	NOM	guillotine
...	PUN	...
--	PUN	--
Vous	NAM	vous
exagérez	VER:pres	exagérer
,	PUN	,
interrompit	VER:simp	interrompre
le	DET:ART	le
premier	NUM	premier
interlocuteur	NOM	interlocuteur
...	PUN	...
Il	NOM	il
n'	ADV	ne
y	PRO:PER	y
a	VER:pres	avoir
que	KON	que
les	DET:ART	le
meurtriers	NOM	meurtrier
sans	PRP	sans
élégance	NOM	élégance
,	PUN	,
sans	PRP	sans
esprit	NOM	esprit
,	PUN	,
les	DET:ART	le
brutes	NOM	brute
impulsives	ADJ	impulsif
et	KON	et
dénuées	VER:pper	dénuer
de	PRP	de
toute	PRO:IND	tout
espèce	NOM	espèce
de	PRP	de
psychologie	NOM	psychologie
,	PUN	,
pour	KON	pour
qui	PRO:REL	qui
le	DET:ART	le
meurtre	NOM	meurtre
soit	VER:subp	être
dangereux	ADJ	dangereux
à	PRP	à
exercer	VER:infi	exercer
...	PUN	...
Un	VER:infi	un
homme	NOM	homme
intelligent	ADJ	intelligent
et	KON	et
qui	PRO:REL	qui
raisonne	VER:pres	raisonner
peut	VER:pres	pouvoir
,	PUN	,
avec	PRP	avec
une	DET:ART	un
imperturbable	ADJ	imperturbable
sérénité	NOM	sérénité
,	PUN	,
commettre	VER:infi	commettre
tous	PRO:IND	tout
les	DET:ART	le
meurtres	NOM	meurtre
qu'	PRO:REL	que
il	PRO:PER	il
voudra	VER:futu	vouloir
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
est	VER:pres	être
assuré	VER:pper	assurer
de	PRP	de
l'	DET:ART	le
impunité	NOM	impunité
...	PUN	...
La	DET:ART	le
supériorité	NOM	supériorité
de	PRP	de
ses	DET:POS	son
combinaisons	NOM	combinaison
prévaudra	VER:futu	prévaloir
toujours	ADV	toujours
contre	PRP	contre
la	DET:ART	le
routine	NOM	routine
des	PRP:det	du
recherches	NOM	recherche
policières	ADJ	policier
et	KON	et
,	PUN	,
disons-le	NOM	disons-le
,	PUN	,
contre	PRP	contre
la	DET:ART	le
pauvreté	NOM	pauvreté
des	PRP:det	du
investigations	NOM	investigation
criminalistes	NOM	criminaliste
où	PRO:REL	où
se	PRO:PER	se
complaisent	VER:pres	complaire
les	DET:ART	le
magistrats	NOM	magistrat
instructeurs	NOM	instructeur
...	PUN	...
En	VER:impf	en
cette	PRO:DEM	ce
affaire	NOM	affaire
,	PUN	,
comme	ADV	comme
en	PRP	en
toutes	PRO:IND	tout
autres	ADJ	autre
,	PUN	,
ce	PRO:DEM	ce
sont	VER:pres	être
les	DET:ART	le
petits	NOM	petit
qui	PRO:REL	qui
paient	VER:pres	payer
pour	PRP	pour
les	DET:ART	le
grands	ADJ	grand
...	PUN	...
Voyons	NAM	voyons
,	PUN	,
mon	DET:POS	mon
cher	ADJ	cher
,	PUN	,
vous	PRO:PER	vous
admettez	VER:pres	admettre
bien	ADV	bien
que	KON	que
le	DET:ART	le
nombre	NOM	nombre
des	PRP:det	du
crimes	NOM	crime
ignorés	ADJ	ignoré
...	PUN	...
--	PUN	--
Et	NOM	et
tolérés	VER:pper	tolérer
...	PUN	...
--	PUN	--
Et	NOM	et
tolérés	VER:pper	tolérer
...	PUN	...
c'	PRO:DEM	ce
est	VER:pres	être
ce	PRO:DEM	ce
que	PRO:REL	que
j'	PRO:PER	je
allais	VER:impf	aller
dire	VER:infi	dire
...	PUN	...
Vous	NAM	vous
admettez	VER:pres	admettre
bien	ADV	bien
que	KON	que
ce	PRO:DEM	ce
nombre	NOM	nombre
est	VER:pres	être
mille	NUM	mille
fois	NOM	fois
plus	ADV	plus
grand	ADJ	grand
que	KON	que
celui	PRO:DEM	celui
des	PRP:det	du
crimes	NOM	crime
découverts	ADJ	découvert
et	KON	et
punis	VER:pper	punir
,	PUN	,
sur	PRP	sur
lesquels	PRO:REL	lequel
les	DET:ART	le
journaux	NOM	journal|journau
bavardent	VER:pres	bavarder
avec	PRP	avec
une	DET:ART	un
prolixité	NOM	prolixité
si	ADV	si
étrange	ADJ	étrange
et	KON	et
un	DET:ART	un
manque	NOM	manque
de	PRP	de
philosophie	NOM	philosophie
si	ADV	si
répugnant	ADJ	répugnant
?	SENT	?
...	PUN	...
<EOS>	<EOS>	<EOS>
Si	KON	si
vous	PRO:PER	vous
admettez	VER:pres	admettre
cela	PRO:DEM	cela
,	PUN	,
concédez	VER:pres	concéder
aussi	ADV	aussi
que	KON	que
le	DET:ART	le
gendarme	NOM	gendarme
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
un	DET:ART	un
épouvantail	NOM	épouvantail
pour	PRP	pour
les	DET:ART	le
intellectuels	NOM	intellectuel
du	PRP:det	du
meurtre	NOM	meurtre
...	PUN	...
--	PUN	--
Sans	NAM	sans
doute	NOM	doute
.	SENT	.
<EOS>	<EOS>	<EOS>
Mais	KON	mais
il	PRO:PER	il
ne	ADV	ne
s'	PRO:PER	se
agit	VER:pres	agir
pas	ADV	pas
de	PRP	de
cela	PRO:DEM	cela
...	PUN	...
Vous	NAM	vous
déplacez	VER:pres	déplacer
la	DET:ART	le
question	NOM	question
...	PUN	...
Je	PRO:PER	je
disais	VER:impf	dire
que	KON	que
le	DET:ART	le
meurtre	NOM	meurtre
est	VER:pres	être
une	DET:ART	un
fonction	NOM	fonction
normale	ADJ	normal
--	PUN	--
et	KON	et
non	ADV	non
point	ADV	point
exceptionnelle	ADJ	exceptionnel
--	PUN	--
de	PRP	de
la	DET:ART	le
nature	NOM	nature
et	KON	et
de	PRP	de
tout	ADV	tout
être	VER:infi	être
vivant	NOM	vivant
.	SENT	.
<EOS>	<EOS>	<EOS>
Or	NOM	or
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
exorbitant	ADJ	exorbitant
que	KON	que
,	PUN	,
sous	PRP	sous
prétexte	NOM	prétexte
de	PRP	de
gouverner	VER:infi	gouverner
les	DET:ART	le
hommes	NOM	homme
,	PUN	,
les	DET:ART	le
sociétés	NOM	société
se	PRO:PER	se
soient	VER:subp	être
arrogé	VER:pper	arroger
le	DET:ART	le
droit	NOM	droit
exclusif	ADJ	exclusif
de	PRP	de
les	PRO:PER	la|le
tuer	VER:infi	tuer
,	PUN	,
au	PRP:det	au
détriment	NOM	détriment
des	PRP:det	du
individualités	NOM	individualité
en	PRP	en
qui	PRO:REL	qui
,	PUN	,
seules	ADJ	seul
,	PUN	,
ce	PRO:DEM	ce
droit	NOM	droit
réside	VER:pres	résider
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Fort	ADV	fort
juste	ADJ	juste
!	SENT	!
...	PUN	...
<EOS>	<EOS>	<EOS>
corrobora	VER:simp	corroborer
un	DET:ART	un
philosophe	NOM	philosophe
aimable	ADJ	aimable
et	KON	et
verbeux	ADJ	verbeux
,	PUN	,
dont	PRO:REL	dont
les	DET:ART	le
leçons	NOM	leçon
,	PUN	,
en	PRP	en
Sorbonne	NAM	sorbonne
,	PUN	,
attirent	VER:pres	attirer
chaque	PRO:IND	chaque
semaine	NOM	semaine
un	DET:ART	un
public	NOM	public
choisi	VER:pper	choisir
...	PUN	...
Notre	NAM	notre
ami	NOM	ami
a	VER:pres	avoir
tout	ADV	tout
à	PRP	à
fait	ADJ	fait
raison	NOM	raison
...	PUN	...
Pour	NAM	pour
ma	DET:POS	mon
part	NOM	part
,	PUN	,
je	PRO:PER	je
ne	ADV	ne
crois	VER:pres	croire
pas	ADV	pas
qu'	KON	que
il	PRO:PER	il
existe	VER:pres	exister
une	DET:ART	un
créature	NOM	créature
humaine	ADJ	humain
qui	PRO:REL	qui
ne	ADV	ne
soit	KON	soit
--	PUN	--
virtuellement	ADV	virtuellement
du	PRP:det	du
moins	ADV	moins
