Chapitre	NOM	chapitre
à	PRP	à
braire	VER:infi	braire
,	PUN	,
çà	ADV	çà
et	KON	et
là	ADV	là
,	PUN	,
des	PRP:det	du
raclements	NOM	raclement
,	PUN	,
des	PRP:det	du
roulades	NOM	roulade
de	PRP	de
gorges	NOM	gorge
déchiraient	VER:impf	déchirer
la	DET:ART	le
tempête	NOM	tempête
qui	PRO:REL	qui
allait	VER:impf	aller
croissant	ADJ	croissant
.	SENT	.
<EOS>	<EOS>	<EOS>
Dans	PRP	dans
un	DET:ART	un
coin	NOM	coin
,	PUN	,
un	DET:ART	un
rire	NOM	rire
aigu	ADJ	aigu
sautilla	VER:simp	sautiller
,	PUN	,
seul	ADJ	seul
,	PUN	,
dansant	VER:ppre	danser
au-dessus	ADV	au-dessus
du	PRP:det	du
tumulte	NOM	tumulte
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
y	PRO:PER	y
eut	VER:simp	avoir
un	DET:ART	un
instant	NOM	instant
de	PRP	de
répit	NOM	répit
.	SENT	.
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
chat	NOM	chat
en	PRP	en
chaleur	NOM	chaleur
miaula	VER:simp	miauler
furieusement	ADV	furieusement
,	PUN	,
puis	ADV	puis
une	DET:ART	un
voix	NOM	voix
lar-moyante	ADJ	lar-moyante
s'	PRO:PER	se
éleva	VER:simp	élever
:	PUN	:
--	PUN	--
Mesdames	NAM	mesdames
,	PUN	,
je	PRO:PER	je
vous	PRO:PER	vous
ai	VER:pres	avoir
respectées	VER:pper	respecter
,	PUN	,
toute	PRO:IND	tout
la	DET:ART	le
nuit	NOM	nuit
!	SENT	!
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
coup	NOM	coup
de	PRP	de
tonnerre	NOM	tonnerre
d'	PRP	de
une	DET:ART	un
énorme	ADJ	énorme
pile	NOM	pile
qui	PRO:REL	qui
s'	PRO:PER	se
écroule	VER:pres	écrouler
coupa	VER:simp	couper
net	ADV	net
l'	DET:ART	le
engueulée	VER:pper	engueuler
du	PRP:det	du
choeur	NOM	chœur
qui	PRO:REL	qui
huait	VER:impf	huer
la	DET:ART	le
femme	NOM	femme
.	SENT	.
<EOS>	<EOS>	<EOS>
Personne	NOM	personne
n'	ADV	ne
avait	VER:impf	avoir
reçu	VER:pper	recevoir
la	DET:ART	le
pile	NOM	pile
sur	PRP	sur
la	DET:ART	le
tête	NOM	tête
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
chansons	NOM	chanson
reprirent	VER:simp	reprendre
.	SENT	.
<EOS>	<EOS>	<EOS>
--	PUN	--
Voyons	VER:pres	voir
,	PUN	,
mesdames	NOM	mesdames
,	PUN	,
mesdames	NOM	mesdames
,	PUN	,
un	DET:ART	un
peu	ADV	peu
de	PRP	de
silence	NOM	silence
!	SENT	!
<EOS>	<EOS>	<EOS>
Supplia	VER:simp	supplier
la	DET:ART	le
contre-maître	NOM	contre-maître
.	SENT	.
<EOS>	<EOS>	<EOS>
Alors	ADV	alors
,	PUN	,
dans	PRP	dans
un	DET:ART	un
crescendo	ADV	crescendo
immense	ADJ	immense
,	PUN	,
quarante	NUM	quarante
femmes	NOM	femme
crièrent	VER:simp	crier
:	PUN	:
la	DET:ART	le
paie	NOM	paie
!	SENT	!
<EOS>	<EOS>	<EOS>
La	DET:ART	le
paie	NOM	paie
!	SENT	!
<EOS>	<EOS>	<EOS>
Puis	ADV	puis
elles	PRO:PER	elle
rattrapèrent	VER:simp	rattraper
le	DET:ART	le
fausset	NOM	fausset
de	PRP	de
l'	DET:ART	le
une	NUM	un
d'	PRP	de
elles	PRO:PER	elle
,	PUN	,
une	DET:ART	un
voix	NOM	voix
pointue	ADJ	pointu
qui	PRO:REL	qui
allait	VER:impf	aller
se	PRO:PER	se
piquer	VER:infi	piquer
dans	PRP	dans
le	DET:ART	le
plafond	NOM	plafond
:	PUN	:
""""	PUN:cit	""""
Ayez	VER:impe	avoir
pitié	NOM	pitié
de	PRP	de
ma	DET:POS	mon
souffran-an-ance	NOM	souffran-an-ance
Allez	VER:pres	aller
soldats	NOM	soldat
,	PUN	,
passez	VER:pres	passer
votre	DET:POS	votre
chemin	NOM	chemin
!	SENT	!
<EOS>	<EOS>	<EOS>
Dans	PRP	dans
cette	PRO:DEM	ce
auberge	NOM	auberge
-	PUN	-
on	PRO:PER	on
ne	ADV	ne
verse	ADJ	verse
du	PRP:det	du
vin	NOM	vin
(	PUN	(
bis	ADJ	bis
)	PUN	)
Qu'	NOM	qu'
aux	PRP:det	au
enfants	NOM	enfant
de	PRP	de
la	DET:ART	le
France	NAM	france
!	SENT	!
""""	PUN:cit	""""
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
plioirs	NOM	plioir
frappaient	VER:impf	frapper
les	DET:ART	le
tables	NOM	table
,	PUN	,
les	DET:ART	le
litres	NOM	litre
passaient	VER:impf	passer
d'	PRP	de
une	DET:ART	un
bouche	NOM	bouche
à	PRP	à
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
suin-tant	VER:ppre	suin-tant
la	DET:ART	le
salive	NOM	salive
et	KON	et
le	DET:ART	le
vin	NOM	vin
;	PUN	;
une	DET:ART	un
ouvrière	NOM	ouvrier
,	PUN	,
debout	ADV	debout
,	PUN	,
voulait	VER:impf	vouloir
regagner	VER:infi	regagner
sa	DET:POS	son
place	NOM	place
,	PUN	,
ses	DET:POS	son
compagnes	NOM	compagne
lui	PRO:PER	lui
écrasèrent	VER:simp	écraser
le	DET:ART	le
ventre	NOM	ventre
avec	PRP	avec
les	DET:ART	le
dossiers	NOM	dossier
de	PRP	de
leurs	DET:POS	leur
chaises	NOM	chaise
.	SENT	.
<EOS>	<EOS>	<EOS>
Une	DET:ART	un
fille	NOM	fille
se	PRO:PER	se
mou-cha	VER:simp	mou-cha
,	PUN	,
sonnant	VER:ppre	sonner
comme	ADV	comme
d'	PRP	de
une	DET:ART	un
trompette	NOM	trompette
;	PUN	;
une	DET:ART	un
bouteille	NOM	bouteille
se	PRO:PER	se
brisa	VER:simp	briser
le	DET:ART	le
bec	NOM	bec
au	PRP:det	au
rebord	NOM	rebord
d'	PRP	de
une	DET:ART	un
table	NOM	table
,	PUN	,
le	DET:ART	le
petit	ADJ	petit
bleu	NOM	bleu
coula	VER:simp	couler
sur	PRP	sur
les	DET:ART	le
robes	NOM	robe
,	PUN	,
deux	NUM	deux
femmes	NOM	femme
vomirent	VER:simp	vomir
,	PUN	,
l'	DET:ART	le
une	NOM	un
contre	PRP	contre
l'	DET:ART	le
autre	ADJ	autre
,	PUN	,
des	PRP:det	du
injures	NOM	injure
de	PRP	de
poissardes	NOM	poissard
,	PUN	,
on	PRO:PER	on
les	PRO:PER	la|le
retint	VER:simp	retenir
par	PRP	par
leurs	DET:POS	leur
chignons	NOM	chignon
et	KON	et
par	PRP	par
leurs	DET:POS	leur
loques	NOM	loque
;	PUN	;
mais	KON	mais
elles	PRO:PER	elle
se	PRO:PER	se
tordaient	VER:impf	tordre
et	KON	et
aboyaient	VER:impf	aboyer
,	PUN	,
le	DET:ART	le
menton	NOM	menton
en	PRP	en
avant	NOM	avant
et	KON	et
les	DET:ART	le
dents	NOM	dent
sorties	ADJ	sorti
,	PUN	,
bavant	ADJ	bavant
,	PUN	,
se	PRO:PER	se
ruant	VER:ppre	ruer
,	PUN	,
les	DET:ART	le
bras	NOM	bras
en	PRP	en
l'	DET:ART	le
air	NOM	air
,	PUN	,
la	DET:ART	le
fosse	NOM	fosse
des	PRP:det	du
aisselles	NOM	aisselle
à	PRP	à
jour	NOM	jour
sous	PRP	sous
la	DET:ART	le
chemise	NOM	chemise
craquée	VER:pper	craquer
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
y	PRO:PER	y
eut	VER:simp	avoir
encore	ADV	encore
un	DET:ART	un
moment	NOM	moment
de	PRP	de
répit	NOM	répit
et	KON	et
l'	DET:ART	le
on	PRO:PER	on
n'	ADV	ne
entendit	VER:simp	entendre
plus	ADV	plus
que	KON	que
le	DET:ART	le
tapotement	NOM	tapotement
sourd	ADJ	sourd
des	PRP:det	du
assembleurs	NOM	assembleur
dans	PRP	dans
l'	DET:ART	le
autre	ADJ	autre
pièce	NOM	pièce
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
brocheuses	NOM	brocheur
avaient	VER:impf	avoir
des	PRP:det	du
voix	NOM	voix
de	PRP	de
mirlitons	NOM	mirliton
crevés	VER:pper	crever
;	PUN	;
elles	PRO:PER	elle
râlaient	VER:impf	râler
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
une	NUM	un
d'	PRP	de
elles	PRO:PER	elle
lança	VER:simp	lancer
alors	ADV	alors
cette	PRO:DEM	ce
stupide	ADJ	stupide
question	NOM	question
qui	PRO:REL	qui
revenait	VER:impf	revenir
comme	ADV	comme
une	DET:ART	un
ritournelle	NOM	ritournelle
quand	KON	quand
personne	NOM	personne
n'	ADV	ne
avait	VER:impf	avoir
plus	ADV	plus
rien	ADV	rien
à	PRP	à
dire	VER:infi	dire
:	PUN	:
--	PUN	--
Mademoiselle	NOM	mademoiselle
Élisabeth	NAM	élisabeth
,	PUN	,
qu'	PRO:REL	que
est	VER:pres	être
-ce	PRO:DEM	ce
que	KON	que
votre	DET:POS	votre
coeur	NOM	cœur
désire	VER:pres	désirer
?	SENT	?
<EOS>	<EOS>	<EOS>
Une	DET:ART	un
autre	ADJ	autre
se	PRO:PER	se
leva	VER:simp	lever
,	PUN	,
pesamment	ADV	pesamment
,	PUN	,
fourgonna	VER:simp	fourgonner
dans	PRP	dans
le	DET:ART	le
poêle	NOM	poêle
,	PUN	,
et	KON	et
,	PUN	,
saisie	VER:pper	saisir
par	PRP	par
la	DET:ART	le
chaleur	NOM	chaleur
,	PUN	,
resta	VER:simp	rester
courbée	VER:pper	courber
en	PRP	en
deux	NUM	deux
,	PUN	,
les	DET:ART	le
paupières	NOM	paupière
remuées	VER:pper	remuer
,	PUN	,
la	DET:ART	le
bouche	NOM	bouche
grande	ADJ	grand
ouverte	VER:pper	ouvrir
devant	PRP	devant
le	DET:ART	le
trou	NOM	trou
qui	PRO:REL	qui
flambait	VER:impf	flamber
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
râpait	VER:impf	râper
à	PRP	à
cet	PRO:DEM	ce
instant	NOM	instant
:	PUN	:
""""	PUN:cit	""""
Mais	KON	mais
que	KON	que
les	DET:ART	le
branche	NOM	branche
Soient	NAM	soient
toutes	PRO:IND	tout
blanches	ADJ	blanc
,	PUN	,
Ou	NOM	ou
qu'	KON	que
au	PRP:det	au
printemps	NOM	printemps
verdisse	VER:subp	verdir
le	DET:ART	le
gazon	NOM	gazon
,	PUN	,
Rose	NAM	rose
,	PUN	,
je	PRO:PER	je
t'	PRO:PER	te
aime	VER:pres	aimer
Toujours	NOM	toujours
de	PRP	de
même	ADJ	même
,	PUN	,
Car	NAM	car
en	PRP	en
amour	NOM	amour
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
de	PRP	de
saison	NOM	saison
!	SENT	!
""""	PUN:cit	""""
<EOS>	<EOS>	<EOS>
--	PUN	--
Mesdames	NAM	mesdames
,	PUN	,
un	DET:ART	un
peu	ADV	peu
de	PRP	de
si	ADV	si
...	PUN	...
Sept	NOM	sept
heures	NOM	heure
sonnèrent	VER:simp	sonner
,	PUN	,
interrompant	VER:ppre	interrompre
la	DET:ART	le
phrase	NOM	phrase
de	PRP	de
la	DET:ART	le
contre-maître	NOM	contre-maître
.	SENT	.
<EOS>	<EOS>	<EOS>
-	PUN	-
Sept	NUM	sept
heures	NOM	heure
,	PUN	,
dit	VER:pres	dire
une	DET:ART	un
voix	NOM	voix
,	PUN	,
l'	DET:ART	le
homme	NOM	homme
que	PRO:REL	que
j'	PRO:PER	je
aime	VER:pres	aimer
est	VER:pres	être
dans	PRP	dans
la	DET:ART	le
paillasse	NOM	paillasse
!	SENT	!
<EOS>	<EOS>	<EOS>
Alors	ADV	alors
,	PUN	,
l'	DET:ART	le
atelier	NOM	atelier
reprit	VER:simp	reprendre
une	DET:ART	un
nouvelle	ADJ	nouveau
force	NOM	force
et	KON	et
lamentablement	ADV	lamentablement
hurla	VER:simp	hurler
:	PUN	:
la	DET:ART	le
paie	NOM	paie
!	SENT	!
<EOS>	<EOS>	<EOS>
La	DET:ART	le
paie	NOM	paie
!	SENT	!
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
monsieur	NOM	monsieur
sortit	VER:simp	sortir
d'	PRP	de
un	DET:ART	un
petit	ADJ	petit
cabinet	NOM	cabinet
,	PUN	,
attenant	VER:ppre	attenir
à	PRP	à
la	DET:ART	le
grande	ADJ	grand
salle	NOM	salle
,	PUN	,
et	KON	et
appela	VER:simp	appeler
:	PUN	:
Madame	NOM	madame
Eugénie	NAM	eugénie
Voblat	NAM	voblat
!	SENT	!
<EOS>	<EOS>	<EOS>
-	PUN	-
Des	PRP:det	du
acclamations	NOM	acclamation
coururent	VER:simp	courir
-	PUN	-
Ah	NAM	ah
!	SENT	!
<EOS>	<EOS>	<EOS>
Enfin	ADV	enfin
!	SENT	!
<EOS>	<EOS>	<EOS>
Ce	PRO:DEM	ce
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
trop	ADV	trop
tôt	ADV	tôt
!	SENT	!
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
va	VER:pres	aller
donc	ADV	donc
toucher	VER:infi	toucher
son	DET:POS	son
poignon	NOM	poignon
!	SENT	!
<EOS>	<EOS>	<EOS>
Et	KON	et
les	DET:ART	le
mains	NOM	main
battirent	VER:simp	battre
,	PUN	,
les	DET:ART	le
yeux	NOM	œil
étincelèrent	VER:simp	étinceler
,	PUN	,
tandis	KON	tandis
que	KON	que
les	DET:ART	le
chaises	NOM	chaise
gémissaient	VER:impf	gémir
sous	PRP	sous
le	DET:ART	le
galop	NOM	galop
des	PRP:det	du
croupes	NOM	croupe
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
femme	NOM	femme
Voblat	NAM	voblat
,	PUN	,
un	DET:ART	un
roulis	NOM	roulis
de	PRP	de
chairs	NOM	chair
molles	ADJ	mou
,	PUN	,
un	DET:ART	un
monstre	NOM	monstre
ignoblement	ADV	ignoblement
gras	ADJ	gras
,	PUN	,
traversa	VER:simp	traverser
les	DET:ART	le
tables	NOM	table
,	PUN	,
bousculée	VER:pper	bousculer
et	KON	et
ahurie	VER:pper	ahurir
par	PRP	par
tous	PRO:IND	tout
les	DET:ART	le
voyous	NOM	voyou
femelles	ADJ	femelle
qui	PRO:REL	qui
se	PRO:PER	se
pendaient	VER:impf	pendre
à	PRP	à
son	DET:POS	son
caraco	NOM	caraco
;	PUN	;
elle	PRO:PER	elle
se	PRO:PER	se
dégagea	VER:simp	dégager
,	PUN	,
griffant	VER:ppre	griffer
au	PRP:det	au
hasard	NOM	hasard
les	DET:ART	le
nez	NOM	nez
,	PUN	,
et	KON	et
,	PUN	,
perdant	VER:ppre	perdre
ses	DET:POS	son
jupes	NOM	jupe
,	PUN	,
elle	PRO:PER	elle
entra	VER:simp	entrer
dans	PRP	dans
le	DET:ART	le
bureau	NOM	bureau
du	PRP:det	du
patron	NOM	patron
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
partit	VER:simp	partir
criant	VER:ppre	crier
:	PUN	:
à	PRP	à
ton	DET:POS	ton
tour	NOM	tour
,	PUN	,
Angèle	NAM	angèle
!	SENT	!
<EOS>	<EOS>	<EOS>
La	DET:ART	le
nuit	NOM	nuit
prenait	VER:impf	prendre
fin	ADJ	fin
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
ouvrières	NOM	ouvrier
étaient	VER:impf	être
brisées	VER:pper	briser
par	PRP	par
la	DET:ART	le
fatigue	NOM	fatigue
,	PUN	,
éculées	VER:pper	éculer
par	PRP	par
les	DET:ART	le
sommes	NOM	somme
,	PUN	,
la	DET:ART	le
tête	NOM	tête
dans	PRP	dans
les	DET:ART	le
poings	NOM	poing
.	SENT	.
<EOS>	<EOS>	<EOS>
Celles	PRO:DEM	celui
qui	PRO:REL	qui
avaient	VER:impf	avoir
touché	VER:pper	toucher
leur	DET:POS	leur
argent	NOM	argent
s'	PRO:PER	se
enfuirent	VER:simp	enfuir
.	SENT	.
<EOS>	<EOS>	<EOS>
La	DET:ART	le
paie	NOM	paie
allait	VER:impf	aller
s'	PRO:PER	se
alentissant	VER:ppre	alentir
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
patron	NOM	patron
appelait	VER:impf	appeler
une	DET:ART	un
femme	NOM	femme
et	KON	et
une	DET:ART	un
autre	ADJ	autre
venait	VER:impf	venir
.	SENT	.
<EOS>	<EOS>	<EOS>
-	PUN	-
Madame	NOM	madame
Teston	NAM	teston
!	SENT	!
<EOS>	<EOS>	<EOS>
-	PUN	-
Y	PRO:PER	y
est	VER:pres	être
pas	ADV	pas
!	SENT	!
<EOS>	<EOS>	<EOS>
-	PUN	-
Qui	PRO:REL	qui
prend	VER:pres	prendre
son	DET:POS	son
argent	NOM	argent
?	SENT	?
<EOS>	<EOS>	<EOS>
Et	KON	et
une	DET:ART	un
amie	NOM	ami
de	PRP	de
l'	DET:ART	le
absente	NOM	absent
accourait	VER:impf	accourir
et	KON	et
demandait	VER:impf	demander
en	PRP	en
même	ADJ	même
temps	NOM	temps
son	DET:POS	son
compte	NOM	compte
,	PUN	,
puis	ADV	puis
c'	PRO:DEM	ce
étaient	VER:impf	être
des	PRP:det	du
réclamations	NOM	réclamation
forcenées	ADJ	forcené
,	PUN	,
des	PRP:det	du
discussions	NOM	discussion
entêtées	VER:pper	entêter
pour	PRP	pour
un	DET:ART	un
sou	NOM	sou
,	PUN	,
des	PRP:det	du
ténacités	NOM	ténacité
de	PRP	de
sauvage	ADJ	sauvage
s'	PRO:PER	se
obstinant	VER:ppre	obstiner
à	PRP	à
ne	ADV	ne
pas	ADV	pas
comprendre	VER:infi	comprendre
.	SENT	.
<EOS>	<EOS>	<EOS>
-	PUN	-
La	DET:ART	le
couture	NOM	couture
était	VER:impf	être
par	PRP	par
trop	ADV	trop
mal	ADV	mal
payée	VER:pper	payer
!	SENT	!
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
pauvre	ADJ	pauvre
peuple	NOM	peuple
était	VER:impf	être
pas	ADV	pas
heureux	ADJ	heureux
!	SENT	!
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
était	VER:impf	être
l'	DET:ART	le
éternelle	ADJ	éternel
requête	NOM	requête
:	PUN	:
ô	INT	ô
m'	PRO:PER	me
ssieu	NOM	ssieu
!	SENT	!
<EOS>	<EOS>	<EOS>
Vous	PRO:PER	vous
ne	ADV	ne
pourriez	VER:cond	pouvoir
pas	ADV	pas
me	PRO:PER	me
donner	VER:infi	donner
de	PRP	de
la	DET:ART	le
petite	ADJ	petit
monnaie	NOM	monnaie
avec	PRP	avec
des	PRP:det	du
sous	NOM	sou
?	SENT	?
<EOS>	<EOS>	<EOS>
C'	PRO:DEM	ce
étaient	VER:impf	être
les	DET:ART	le
doigts	NOM	doigt
engourdis	VER:pper	engourdir
qui	PRO:REL	qui
laissent	VER:pres	laisser
échapper	VER:infi	échapper
ce	PRO:DEM	ce
qu'	PRO:REL	que
ils	PRO:PER	il
tiennent	VER:pres	tenir
,	PUN	,
et	KON	et
l'	DET:ART	le
aplatissement	NOM	aplatissement
d'	PRP	de
un	DET:ART	un
corps	NOM	corps
sur	PRP	sur
le	DET:ART	le
plancher	NOM	plancher
,	PUN	,
le	DET:ART	le
râble	NOM	râble
en	PRP	en
saillie	NOM	saillie
,	PUN	,
les	DET:ART	le
mains	NOM	main
traînant	VER:ppre	traîner
dans	PRP	dans
la	DET:ART	le
poussière	NOM	poussière
à	PRP	à
la	DET:ART	le
recherche	NOM	recherche
de	PRP	de
l'	DET:ART	le
argent	NOM	argent
tombé	VER:pper	tomber
.	SENT	.
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
brocheuses	NOM	brocheur
se	PRO:PER	se
groupèrent	VER:simp	grouper
vis-à-vis	ADV	vis-à-vis
de	PRP	de
la	DET:ART	le
caisse	NOM	caisse
près	ADV	près
de	PRP	de
la	DET:ART	le
machine	NOM	machine
à	PRP	à
eau	NOM	eau
;	PUN	;
il	PRO:PER	il
y	PRO:PER	y
en	PRO:PER	en
avait	VER:impf	avoir
d'	DET:ART	de
accotées	VER:pper	accoter
contre	PRP	contre
les	DET:ART	le
piles	NOM	pile
qui	PRO:REL	qui
remuaient	VER:impf	remuer
des	PRP:det	du
faces	NOM	face
blêmes	ADJ	blême
comme	KON	comme
des	PRP:det	du
têtes	NOM	tête
de	PRP	de
veaux	NOM	veau
,	PUN	,
d'	PRP	de
autres	ADJ	autre
,	PUN	,
enlacées	VER:pper	enlacer
aux	PRP:det	au
colonnes	NOM	colonne
de	PRP	de
la	DET:ART	le
presse	NOM	presse
,	PUN	,
se	PRO:PER	se
renversaient	VER:impf	renverser
en	PRP	en
arrière	NOM	arrière
,	PUN	,
se	PRO:PER	se
chatouillant	VER:ppre	chatouiller
pour	PRP	pour
se	PRO:PER	se
réveiller	VER:infi	réveiller
,	PUN	,
laissant	VER:ppre	laisser
entrevoir	VER:infi	entrevoir
sous	PRP	sous
